n,h,m
1909,6408,N
2000,6738,N
1904,6378,N
767,2337,N
2115,7190,N
281,778,N
2039,6909,N
1474,4811,N
1391,4558,N
1064,3383,N
2266,7742,N
258,701,N
135,346,N
1486,4889,N
1222,3919,N
936,2897,N
1553,5113,N
1291,4141,N
1074,3382,N
1879,6290,N
1553,5113,N
1801,5989,N
318,883,N
546,1626,N
158,416,N
1723,5737,N
1188,3782,N
1266,4072,N
2300,7873,N
438,1270,N
430,1244,N
2184,7446,N
213,576,N
1681,5606,N
2195,7475,N
872,2716,N
1554,5104,N
177,470,N
2069,6999,N
493,1442,N
2161,7346,N
483,1414,N
768,2354,N
355,1009,N
761,2339,N
706,2127,N
812,2489,N
2244,7659,N
2023,6835,N
2089,7064,N
1835,6132,N
600,1786,N
1905,6401,N
1515,4958,N
2084,7049,N
638,1927,N
781,2408,N
85,206,N
987,3082,N
1692,5595,N
1487,4864,N
1996,6728,N
1305,4206,N
1766,5884,N
468,1359,N
1071,3389,N
1194,3806,N
2306,7903,N
1026,3236,N
1035,3266,N
1374,4495,N
1259,4038,N
1688,5590,N
1711,5699,N
492,1437,N
1318,4286,N
1502,4912,N
2174,7388,N
1405,4583,N
1097,3497,N
72,174,N
1028,3234,N
1875,6307,N
718,2188,N
270,736,N
1790,5986,N
539,1610,N
902,2809,N
2229,7605,N
2108,7143,N
1329,4289,N
2213,7544,N
1913,6417,N
2286,7825,N
140,362,N
603,1804,N
671,2020,N
1675,5545,N
853,2638,N
103,259,N
373,1059,N
110,273,N
683,2052,N
1505,4935,N
2019,6817,N
983,3077,N
1463,4799,N
2134,7252,N
1800,6006,N
1737,5767,N
656,1973,N
1291,4152,N
1711,5669,N
2016,6810,N
1237,4000,N
2016,6822,N
1108,3544,N
1920,6469,N
1077,3420,N
2018,6817,N
7,13,N
696,2098,N
2273,7792,N
1575,5189,N
129,329,N
690,2076,N
2277,7812,N
1956,6607,N
1167,3710,N
1812,6045,N
1128,3580,N
19,38,N
594,1767,N
1611,5312,N
1244,4008,N
418,1206,N
1414,4652,N
573,1710,N
724,2202,N
721,2217,N
512,1512,N
1969,6649,N
1562,5141,N
1332,4331,N
141,365,N
456,1324,N
1311,4220,N
439,1269,N
1874,6286,N
1551,5113,N
319,896,N
564,1671,N
484,1422,N
1273,4109,N
289,800,N
1593,5245,N
543,1613,N
1379,4542,N
1822,6098,N
800,2465,N
520,1522,N
719,2177,N
1614,5334,N
1021,3222,N
2111,7173,N
1634,5428,N
398,1148,N
838,2572,N
1404,4639,N
1099,3481,N
1404,4562,N
1927,6473,N
1377,4525,N
2074,7031,N
1361,4417,N
2116,7261,N
737,2249,N
396,1148,N
35,75,N
8,16,N
1310,4285,N
172,447,N
723,2184,N
1816,6101,N
431,1246,N
533,1565,N
212,570,N
1827,6105,N
41,91,N
466,1359,N
1298,4161,N
1090,3473,N
1971,6659,N
883,2771,N
1843,6184,N
2287,7842,N
2165,7388,N
1084,3455,N
1994,6735,N
1318,4273,N
1973,6651,N
2108,7169,N
1442,4710,N
606,1801,N
568,1686,N
1632,5401,N
331,926,N
269,743,N
435,1271,N
742,2274,N
432,1240,N
1201,3875,N
855,2666,N
73,172,N
128,326,N
1298,4226,N
1179,3748,N
1694,5603,N
1259,4081,N
984,3082,N
2280,7814,N
540,1594,N
859,2664,N
53,124,N
466,1353,N
86,212,N
1090,3487,N
85,207,N
796,2444,N
257,703,N
2258,7731,N
698,2107,N
559,1659,N
1932,6496,N
131,335,N
107,260,N
164,426,N
1699,5641,N
589,1765,N
1335,4351,N
1692,5598,N
605,1813,N
1413,4588,N
906,2833,N
21,43,N
2090,7164,N
1847,6189,N
1077,3410,N
1993,6741,N
1644,5455,N
846,2635,N
1050,3306,N
43,97,N
1155,3676,N
209,560,N
656,1963,N
1790,5955,N
952,2974,N
1009,3198,N
1443,4744,N
1020,3187,N
800,2459,N
1002,3187,N
1987,6714,N
1162,3695,N
901,2786,N
1789,6005,N
1381,4478,N
884,2769,N
1468,4831,N
1588,5227,N
177,469,N
389,1109,N
291,808,N
1726,5735,N
1881,6305,N
968,3020,N
391,1118,N
1198,3829,N
1228,3911,N
403,1163,N
1020,3200,N
2090,7081,N
2165,7381,N
1923,6466,N
566,1684,N
2241,7672,N
354,996,N
431,1231,N
1097,3489,N
338,953,N
174,455,N
2001,6746,N
1780,5949,N
2075,7039,N
1158,3710,N
310,872,N
1195,3843,N
5,9,N
1667,5508,N
1594,5303,N
699,2122,N
123,314,N
2094,7108,N
1296,4209,N
318,901,N
2214,7569,N
1000,3141,N
615,1848,N
767,2369,N
1418,4621,N
1460,4777,N
424,1208,N
2121,7234,N
1287,4171,N
633,1910,N
928,2883,N
1466,4834,N
1416,4632,N
472,1394,N
1078,3396,N
2013,6820,N
991,3104,N
848,2627,N
1657,5485,N
2226,7610,N
1642,5448,N
1611,5322,N
560,1685,N
1259,4091,N
1886,6316,N
1918,6449,N
1732,5771,N
1652,5505,N
283,786,N
2096,7097,N
808,2491,N
289,802,N
557,1639,N
1448,4757,N
2171,7461,N
167,441,N
1237,3977,N
1785,5950,N
453,1321,N
377,1082,N
1424,4633,N
1539,5062,N
1063,3390,N
1674,5574,N
585,1746,N
2268,7769,N
284,786,N
2276,7800,N
886,2780,N
562,1665,N
2054,6959,N
130,331,N
458,1334,N
614,1840,N
1707,5682,N
22,45,N
2035,6883,N
660,1977,N
2231,7623,N
147,378,N
90,227,N
1630,5381,N
826,2535,N
675,2044,N
1825,6107,N
329,925,N
802,2473,N
262,716,N
135,349,N
814,2520,N
702,2146,N
598,1787,N
1763,5861,N
1607,5362,N
1621,5412,N
462,1348,N
1769,5903,N
2250,7707,N
1032,3277,N
303,849,N
207,559,N
2097,7121,N
791,2423,N
1429,4678,N
86,210,N
1493,4941,N
1426,4685,N
601,1810,N
649,1954,N
208,557,N
1927,6483,N
749,2291,N
90,221,N
300,843,N
1502,4927,N
966,3019,N
98,240,N
159,421,N
907,2827,N
344,972,N
334,950,N
1177,3753,N
1664,5508,N
2128,7234,N
611,1819,N
2253,7717,N
1160,3703,N
149,390,N
1922,6467,N
534,1581,N
2165,7371,N
555,1661,N
2102,7147,N
2251,7703,N
2309,7898,N
2044,6926,N
1113,3539,N
844,2628,N
1179,3760,N
788,2438,N
1725,5778,N
286,793,N
1074,3397,N
1190,3813,N
1929,6503,N
1819,6081,N
1052,3318,N
995,3121,N
954,2984,N
1819,6083,N
1775,5939,N
150,395,N
2136,7273,N
1935,6512,N
1950,6595,N
2041,6914,N
209,560,N
128,330,N
971,3033,N
1029,3271,N
1802,6035,N
1483,4894,N
2070,7033,N
1517,5031,N
2008,6788,N
1858,6211,N
464,1365,N
1206,3904,N
558,1649,N
193,521,N
201,539,N
2126,7219,N
261,716,N
267,741,N
519,1522,N
772,2383,N
1198,3833,N
1111,3526,N
1262,4086,N
712,2161,N
488,1431,N
1438,4707,N
1562,5183,N
1898,6375,N
1041,3307,N
1613,5326,N
1680,5569,N
1616,5325,N
1328,4302,N
1800,6016,N
240,652,N
342,960,N
298,842,N
341,971,N
1340,4376,N
1154,3686,N
2026,6859,N
468,1364,N
1326,4319,N
273,760,N
203,539,N
1862,6259,N
840,2585,N
200,536,N
2251,7716,N
596,1775,N
35,78,N
72,174,N
1381,4481,N
442,1292,N
682,2052,N
1088,3463,N
352,1016,N
2116,7190,N
27,57,N
1023,3194,N
417,1197,N
1791,5971,N
817,2523,N
1432,4706,N
1937,6517,N
48,113,N
1308,4223,N
2283,7829,N
1943,6566,N
1465,4826,N
2239,7658,N
2032,6879,N
1529,5062,N
1713,5742,N
2306,7910,N
1538,5051,N
1057,3330,N
613,1832,N
2075,7026,N
1156,3681,N
87,211,N
1927,6496,N
134,342,N
1375,4467,N
491,1442,N
15,30,N
829,2569,N
482,1389,N
1242,3990,N
2189,7476,N
686,2091,N
512,1494,N
975,3070,N
2118,7199,N
2303,7901,N
998,3168,N
350,984,N
582,1738,N
1353,4388,N
2073,7035,N
408,1177,N
1588,5263,N
993,3139,N
1224,3918,N
1838,6149,N
20,41,N
464,1347,N
457,1333,N
2136,7269,N
388,1107,N
401,1159,N
461,1349,N
346,980,N
301,835,N
993,3122,N
1023,3211,N
462,1353,N
191,509,N
1773,5921,N
2292,7853,N
1610,5326,N
865,2693,N
1673,5579,N
865,2689,N
413,1185,N
1082,3445,N
2002,6758,N
1971,6701,N
2247,7691,N
1570,5221,N
1485,4896,N
685,2078,N
2248,7690,N
1456,4777,N
1918,6446,N
812,2500,N
981,3096,N
2017,6811,N
261,708,N
1915,6448,N
333,948,N
1832,6129,N
1217,3921,N
2,3,N
1273,4098,N
329,930,N
1179,3747,N
2141,7282,N
579,1723,N
527,1555,N
213,574,N
2130,7245,N
1660,5494,N
1855,6212,N
1192,3819,N
1166,3725,N
401,1148,N
1641,5473,N
444,1290,N
1662,5529,N
582,1727,N
1617,5390,N
1699,5673,N
2136,7288,N
187,498,N
320,891,N
163,429,N
705,2151,N
1854,6211,N
2299,7883,N
239,655,N
1863,6229,N
650,1968,N
381,1082,N
117,297,N
1814,6080,N
1943,6528,N
2037,6883,N
1884,6319,N
411,1187,N
69,161,N
901,2833,N
1110,3519,N
783,2423,N
1610,5319,N
1829,6148,N
820,2534,N
969,3051,N
1121,3559,N
1674,5548,N
334,938,N
603,1806,N
443,1297,N
129,331,N
766,2336,N
984,3115,N
336,947,N
1243,3978,N
714,2178,N
2196,7494,N
857,2652,N
1039,3301,N
1869,6269,N
868,2695,N
1773,5923,N
1677,5560,N
2204,7527,N
564,1676,N
1536,5084,N
429,1237,N
444,1285,N
1580,5194,N
218,580,N
1262,4055,N
1966,6611,N
278,763,N
1429,4655,N
288,798,N
1324,4285,N
1946,6537,N
1533,5037,N
1180,3781,N
976,3052,N
2298,7860,N
888,2744,N
2243,7658,N
2156,7330,N
914,2836,N
497,1454,N
1990,6702,N
1278,4120,N
672,2035,N
1663,5503,N
1363,4448,N
2281,7801,N
892,2767,N
178,477,N
788,2420,N
2306,7889,N
2287,7826,N
1494,4879,N
246,671,N
2212,7529,N
2050,6957,N
2042,6962,N
2293,7841,N
1676,5563,N
1572,5170,N
521,1533,N
1303,4228,N
1543,5038,N
951,2954,N
555,1649,N
842,2610,N
806,2489,N
1543,5063,N
1678,5566,N
1428,4625,N
1339,4318,N
813,2507,N
371,1055,N
785,2404,N
1096,3480,N
1353,4405,N
792,2432,N
1748,5834,N
499,1466,N
1536,5053,N
210,556,N
1646,5451,N
498,1465,N
841,2617,N
2289,7836,N
294,817,N
568,1684,N
593,1761,N
2026,6842,N
969,3055,N
1325,4269,N
1711,5677,N
602,1797,N
1589,5220,N
1687,5601,N
47,108,N
719,2176,N
1493,4919,N
1378,4512,N
2247,7672,N
2099,7119,N
1931,6497,N
2284,7814,N
1615,5312,N
901,2819,N
1341,4359,N
489,1441,N
1551,5085,N
895,2780,N
1542,5074,N
309,864,N
904,2790,N
1444,4714,N
2162,7357,N
945,2957,N
2278,7787,N
426,1225,N
54,122,N
683,2060,N
23,48,N
444,1276,N
89,217,N
2071,7068,N
1174,3731,N
1367,4421,N
37,81,N
1218,3904,N
1176,3761,N
488,1433,N
457,1327,N
1617,5330,N
869,2694,N
1606,5288,N
280,774,N
1035,3252,N
961,2996,N
1490,4909,N
2242,7649,N
1577,5165,N
1767,5868,N
1573,5180,N
1642,5433,N
488,1422,N
37,83,N
1442,4698,N
2176,7404,N
257,715,N
1050,3311,N
172,449,N
345,973,N
1082,3413,N
67,158,N
2027,6864,N
1653,5452,N
37,82,N
51,117,N
53,119,N
366,1039,N
618,1836,N
110,278,N
75,181,N
658,1989,N
144,373,N
1646,5433,N
1912,6425,N
697,2113,N
110,279,N
1121,3550,N
1045,3312,N
2193,7462,N
1873,6269,N
1500,4916,N
1687,5593,N
987,3095,N
1967,6617,N
1010,3167,N
1449,4768,N
1109,3505,N
1732,5753,N
888,2763,N
100,245,N
116,292,N
765,2339,N
2088,7076,N
1181,3781,N
399,1146,N
2286,7827,N
674,2034,N
1347,4370,N
3,5,N
570,1696,N
1300,4233,N
1950,6561,N
2237,7635,N
2298,7865,N
1638,5400,N
1921,6451,N
1365,4436,N
32,69,N
1506,4916,N
380,1082,N
1229,3948,N
1888,6342,N
1162,3704,N
176,466,N
1553,5106,N
918,2846,N
1180,3773,N
1394,4535,N
829,2565,N
2184,7439,N
585,1736,N
664,1999,N
164,429,N
1828,6102,N
1543,5088,N
735,2228,N
919,2866,N
763,2325,N
2227,7608,N
1526,5002,N
93,230,N
2206,7515,N
1556,5092,N
617,1848,N
795,2433,N
492,1445,N
1710,5687,N
1321,4265,N
1344,4345,N
491,1426,N
446,1296,N
48,107,N
1583,5219,N
260,714,N
504,1488,N
1444,4698,N
1847,6160,N
2201,7497,N
1571,5171,N
1163,3725,N
1652,5458,N
1919,6438,N
374,1065,N
2219,7581,N
888,2751,N
2133,7232,N
1342,4341,N
2287,7828,N
708,2144,N
1541,5057,N
1704,5691,N
513,1515,N
371,1068,N
1151,3688,N
1110,3515,N
1924,6461,N
289,800,N
1691,5607,N
1691,5606,N
1414,4586,N
2163,7350,N
2107,7151,N
1781,5947,N
1825,6109,N
1185,3789,N
1513,4944,N
1296,4159,N
1182,3775,N
1987,6713,N
385,1100,N
2298,7870,N
202,532,N
11,21,N
1581,5199,N
888,2791,N
379,1085,N
2235,7632,N
765,2325,N
2010,6779,N
2074,7036,N
721,2192,N
1337,4316,N
969,3041,N
1155,3662,N
540,1589,N
202,543,N
1199,3850,N
1213,3919,N
1910,6410,N
970,3043,N
656,1973,N
336,941,N
1661,5492,N
889,2758,N
450,1301,N
391,1110,N
661,1986,N
1725,5714,N
536,1580,N
1274,4104,N
753,2298,N
1931,6498,N
2057,6949,N
787,2417,N
156,411,N
398,1148,N
1882,6288,N
1044,3310,N
2204,7516,N
786,2409,N
754,2294,N
284,775,N
193,520,N
1283,4124,N
1123,3544,N
1161,3724,N
1649,5453,N
2102,7117,N
1474,4839,N
648,1936,N
1220,3904,N
1693,5622,N
1763,5872,N
1523,5037,N
1668,5506,N
1144,3626,N
1771,5883,N
384,1088,N
1250,4016,N
1177,3786,N
1142,3619,N
396,1136,N
208,551,N
1189,3783,N
1785,5942,N
1883,6314,N
1275,4146,N
2128,7230,N
1912,6433,N
1577,5184,N
1018,3213,N
1354,4380,N
229,630,N
1579,5193,N
410,1189,N
709,2152,N
964,3027,N
993,3105,N
1115,3552,N
1383,4514,N
532,1563,N
75,183,N
728,2199,N
925,2884,N
1040,3292,N
5,9,N
2210,7538,N
2105,7143,N
263,722,N
1944,6542,N
172,448,N
1575,5189,N
763,2356,N
332,942,N
550,1610,N
776,2387,N
346,983,N
644,1940,N
2016,6794,N
1903,6385,N
552,1642,N
634,1897,N
838,2562,N
1017,3183,N
939,2911,N
1106,3535,N
2223,7591,N
1611,5316,N
1327,4311,N
1204,3862,N
485,1415,N
835,2566,N
381,1079,N
1798,5993,N
1650,5434,N
743,2283,N
1114,3536,N
2025,6863,N
1659,5489,N
1688,5619,N
1869,6278,N
2303,7886,N
581,1739,N
1458,4739,N
138,358,N
1923,6462,N
1567,5152,N
961,3007,N
282,781,N
1296,4168,N
1136,3605,N
75,182,N
583,1727,N
279,772,N
505,1481,N
993,3107,N
2129,7230,N
767,2343,N
1416,4630,N
813,2525,N
825,2531,N
466,1360,N
992,3117,N
635,1907,N
1275,4091,N
1009,3164,N
1102,3479,N
1696,5629,N
153,398,N
73,179,N
850,2640,N
2024,6838,N
990,3108,N
1069,3367,N
1017,3189,N
2081,7056,N
1738,5776,N
820,2530,N
920,2873,N
1062,3347,N
211,568,N
790,2421,N
904,2822,N
1759,5832,N
1897,6353,N
804,2455,N
2093,7087,N
611,1834,N
845,2591,N
48,107,N
1936,6507,N
700,2121,N
987,3100,N
2280,7802,N
1862,6223,N
550,1634,N
1050,3307,N
2033,6863,N
1269,4092,N
486,1428,N
1309,4212,N
2011,6770,N
1899,6368,N
2247,7679,N
940,2932,N
341,959,N
324,903,N
394,1129,N
954,2985,N
395,1133,N
819,2506,N
981,3067,N
223,608,N
165,431,N
1870,6290,N
550,1628,N
690,2081,N
1567,5191,N
137,350,N
967,3035,N
1354,4421,N
1555,5093,N
567,1696,N
1582,5243,N
2096,7096,N
951,2959,N
52,119,N
647,1932,N
102,252,N
695,2099,N
1023,3249,N
274,760,N
201,542,N
2301,7879,N
365,1039,N
2172,7396,N
13,26,N
2114,7178,N
479,1399,N
1443,4717,N
1530,5007,N
1585,5241,N
418,1211,N
1040,3281,N
1260,4085,N
267,740,N
315,883,N
1621,5343,N
524,1550,N
2125,7213,N
984,3090,N
131,333,N
1779,5919,N
2004,6757,N
562,1653,N
1174,3774,N
526,1564,N
1234,3973,N
2117,7174,N
938,2907,N
1690,5604,N
556,1655,N
1703,5651,N
2022,6822,N
396,1139,N
2212,7544,N
809,2518,N
1663,5490,N
442,1289,N
1459,4810,N
422,1217,N
2067,7001,N
2144,7282,N
595,1769,N
1848,6180,N
1108,3516,N
1505,4947,N
964,3020,N
1404,4548,N
463,1338,N
394,1112,N
2274,7777,N
2033,6871,N
504,1480,N
1850,6197,N
2158,7341,N
210,569,N
973,3030,N
620,1853,N
1773,5904,N
2021,6829,N
1387,4498,N
1776,5906,N
53,123,N
376,1085,N
2033,6869,N
1834,6121,N
1472,4815,N
2153,7317,N
630,1889,N
792,2449,N
1191,3836,N
1238,3970,N
1430,4701,N
1095,3476,N
1917,6432,N
1209,3856,N
584,1737,N
884,2750,N
1362,4432,N
4,7,N
1183,3786,N
937,2909,N
1545,5062,N
11,21,N
1010,3182,N
1096,3465,N
1635,5399,N
969,3013,N
1040,3301,N
353,999,N
1686,5582,N
20,40,N
266,731,N
572,1693,N
909,2830,N
1311,4254,N
70,169,N
1173,3778,N
1470,4802,N
6,11,N
519,1531,N
2003,6778,N
1257,4063,N
1842,6155,N
1516,4980,N
2028,6838,N
320,901,N
2301,7883,N
117,298,N
1193,3818,N
1662,5491,N
1018,3190,N
2016,6814,N
1770,5898,N
1240,3981,N
1320,4299,N
169,454,N
218,589,N
2150,7308,N
1611,5294,N
1171,3732,N
596,1771,N
327,923,N
262,722,N
2098,7126,N
206,554,N
39,87,N
1423,4645,N
916,2853,N
618,1867,N
298,826,N
395,1137,N
462,1339,N
1091,3479,N
981,3073,N
2138,7260,N
1119,3547,N
119,302,N
668,2012,N
1263,4081,N
1808,6048,N
1625,5414,N
304,850,N
1741,5791,N
1844,6182,N
1497,4901,N
1632,5428,N
62,141,N
453,1305,N
2137,7243,N
380,1086,N
370,1055,N
156,408,N
1028,3228,N
981,3101,N
618,1854,N
1562,5133,N
1391,4526,N
1994,6733,N
224,606,N
2188,7456,N
473,1388,N
1772,5884,N
1459,4746,N
1938,6519,N
50,114,N
964,3020,N
811,2506,N
351,988,N
1955,6570,N
450,1302,N
1537,5017,N
2249,7687,N
863,2687,N
815,2502,N
858,2655,N
2268,7750,N
1717,5695,N
474,1381,N
426,1225,N
1206,3858,N
1812,6052,N
2158,7335,N
75,175,N
63,150,N
871,2697,N
1712,5678,N
952,2969,N
949,2958,N
255,702,N
1518,4973,N
2058,6973,N
339,955,N
645,1948,N
181,482,N
119,302,N
267,731,N
1453,4748,N
683,2065,N
2124,7195,N
1231,3942,N
1143,3658,N
1614,5323,N
1527,5003,N
2158,7337,N
179,473,N
1756,5833,N
1622,5338,N
1838,6161,N
2105,7133,N
731,2235,N
500,1465,N
1078,3414,N
1277,4123,N
532,1565,N
485,1426,N
891,2777,N
452,1305,N
876,2698,N
883,2733,N
682,2058,N
896,2777,N
312,874,N
758,2304,N
911,2811,N
658,1987,N
1292,4185,N
1564,5123,N
777,2366,N
419,1212,N
2019,6811,N
1459,4748,N
442,1273,N
1265,4081,N
997,3147,N
1391,4516,N
1764,5873,N
1850,6190,N
1492,4881,N
1696,5623,N
2057,6941,N
1638,5430,N
847,2643,N
2196,7491,N
2261,7727,N
1733,5737,N
169,438,N
838,2581,N
2290,7834,N
2008,6766,N
1526,4990,N
1826,6118,N
650,1939,N
836,2588,N
1696,5621,N
113,288,N
2285,7821,N
2268,7760,N
2087,7071,N
924,2880,N
1443,4686,N
147,377,N
1796,6003,N
2230,7609,N
805,2484,N
1034,3247,N
2285,7813,N
1550,5104,N
1838,6160,N
586,1762,N
2037,6890,N
633,1903,N
1337,4324,N
2278,7788,N
1375,4508,N
362,1027,N
1264,4063,N
773,2377,N
235,642,N
2296,7857,N
1403,4559,N
802,2462,N
420,1211,N
1475,4824,N
378,1080,N
2107,7139,N
290,797,N
1396,4528,N
428,1226,N
2054,6947,N
1382,4482,N
1057,3344,N
862,2657,N
2244,7670,N
768,2348,N
69,167,N
2043,6902,N
1745,5791,N
28,59,N
1392,4520,N
2296,7860,N
1225,3933,N
2258,7711,N
477,1399,N
1224,3938,N
1926,6465,N
279,775,N
108,272,N
399,1147,N
2123,7201,N
1579,5247,N
169,439,N
2084,7062,N
1055,3331,N
1037,3293,N
1538,5036,N
681,2054,N
330,918,N
409,1166,N
2062,6988,N
1831,6115,N
1692,5617,N
51,116,N
1474,4809,N
2210,7533,N
1647,5470,N
963,3031,N
1794,5994,N
789,2445,N
2208,7535,N
1092,3450,N
1794,5963,N
2173,7391,N
454,1319,N
2117,7175,N
180,475,N
1059,3350,N
455,1330,N
102,250,N
2139,7268,N
594,1759,N
2198,7486,N
1603,5334,N
1070,3401,N
1338,4350,N
88,215,N
341,970,N
999,3127,N
1200,3835,N
137,352,N
941,2943,N
1640,5426,N
787,2387,N
1143,3630,N
2292,7837,N
1029,3264,N
2142,7286,N
982,3076,N
22,45,N
766,2364,N
250,683,N
1667,5572,N
187,498,N
1765,5876,N
2294,7847,N
1434,4662,N
1395,4531,N
24,51,N
1262,4066,N
296,822,N
2051,6923,N
508,1484,N
161,416,N
2207,7510,N
459,1336,N
1127,3563,N
36,79,N
1801,6006,N
117,295,N
1686,5609,N
1328,4287,N
1359,4402,N
2299,7868,N
952,2971,N
479,1402,N
1020,3217,N
314,877,N
1176,3782,N
2072,7008,N
1419,4619,N
660,1990,N
141,363,N
1486,4843,N
2041,6887,N
1702,5645,N
1513,4939,N
505,1502,N
1395,4529,N
1755,5831,N
2046,6906,N
552,1630,N
945,2948,N
414,1192,N
398,1153,N
1892,6338,N
1976,6660,N
2008,6776,N
387,1097,N
532,1574,N
1552,5115,N
1708,5684,N
1277,4111,N
345,972,N
1400,4591,N
646,1948,N
1750,5825,N
1498,4889,N
2282,7808,N
1840,6145,N
1269,4101,N
1241,3973,N
1757,5836,N
1698,5624,N
622,1852,N
1412,4595,N
874,2696,N
1437,4672,N
1685,5567,N
1910,6396,N
1272,4088,N
2242,7645,N
180,477,N
1131,3627,N
9,17,N
1281,4135,N
280,784,N
2307,7902,N
786,2414,N
894,2780,N
244,661,N
556,1658,N
753,2296,N
875,2715,N
1353,4391,N
266,736,N
201,538,N
311,859,N
2221,7577,N
1203,3843,N
997,3144,N
1328,4275,N
1362,4400,N
1975,6641,N
583,1716,N
1315,4231,N
1816,6060,N
478,1408,N
2226,7599,N
1258,4039,N
1370,4434,N
1165,3735,N
1612,5315,N
194,517,N
1532,5074,N
298,833,N
1834,6134,N
1861,6221,N
31,67,N
105,265,N
1336,4325,N
1457,4786,N
1375,4451,N
2196,7481,N
2112,7148,N
953,2990,N
1927,6490,N
1152,3661,N
1895,6371,N
261,717,N
962,3032,N
1000,3165,N
1883,6301,N
390,1116,N
1832,6118,N
1368,4416,N
488,1429,N
670,2038,N
704,2142,N
1373,4482,N
682,2075,N
1944,6560,N
1740,5780,N
2087,7061,N
1025,3242,N
385,1087,N
1566,5147,N
1246,4013,N
1565,5137,N
2103,7140,N
1733,5739,N
1856,6213,N
1199,3841,N
201,539,N
544,1618,N
666,2003,N
45,103,N
1233,3969,N
1383,4520,N
2216,7554,N
1957,6587,N
450,1299,N
757,2313,N
375,1069,N
2003,6746,N
1574,5194,N
1907,6412,N
2170,7375,N
197,527,N
2043,6909,N
926,2890,N
23,48,N
1876,6286,N
385,1101,N
290,817,N
984,3100,N
1191,3822,N
87,211,N
1288,4135,N
634,1903,N
2084,7070,N
871,2694,N
1667,5507,N
972,3071,N
1717,5676,N
239,648,N
586,1735,N
2033,6880,N
1457,4787,N
1512,4944,N
314,873,N
1316,4245,N
2249,7680,N
857,2631,N
859,2676,N
1695,5621,N
1667,5524,N
884,2751,N
2067,6984,N
723,2219,N
94,229,N
139,356,N
22,45,N
1526,4981,N
1527,4997,N
368,1052,N
1028,3234,N
412,1194,N
880,2725,N
273,756,N
1800,6004,N
1719,5681,N
821,2525,N
2112,7157,N
1567,5153,N
301,841,N
1084,3437,N
915,2851,N
875,2703,N
1046,3296,N
1530,5028,N
2059,6975,N
1854,6197,N
291,809,N
2251,7686,N
274,759,N
1040,3280,N
185,492,N
2282,7806,N
563,1670,N
403,1150,N
361,1020,N
306,851,N
1311,4255,N
196,528,N
2004,6756,N
2185,7444,N
648,1953,N
1991,6716,N
2178,7419,N
1515,5005,N
1464,4791,N
1431,4701,N
1017,3202,N
1262,4062,N
1595,5240,N
1706,5671,N
1291,4151,N
123,318,N
452,1316,N
1850,6179,N
1085,3424,N
1611,5347,N
1609,5347,N
857,2669,N
148,384,N
21,42,N
45,103,N
1437,4684,N
1062,3349,N
1585,5221,N
338,956,N
1354,4389,N
1316,4256,N
1233,3953,N
776,2379,N
291,813,N
855,2637,N
248,681,N
1465,4787,N
1284,4118,N
537,1585,N
432,1249,N
2277,7781,N
1644,5421,N
153,397,N
34,73,N
1204,3831,N
476,1382,N
1414,4596,N
2235,7632,N
879,2727,N
353,1005,N
2121,7266,N
1612,5285,N
598,1789,N
415,1192,N
1122,3562,N
1802,6017,N
718,2188,N
1084,3448,N
1412,4588,N
2,3,N
455,1324,N
435,1262,N
1094,3454,N
934,2907,N
544,1615,N
177,469,N
809,2490,N
1901,6394,N
1993,6710,N
1396,4537,N
1246,4007,N
1554,5093,N
640,1922,N
1023,3241,N
1174,3737,N
1951,6558,N
2285,7816,N
830,2536,N
919,2846,N
292,813,N
2021,6811,N
1090,3452,N
966,3019,N
1944,6548,N
340,951,N
484,1411,N
1077,3403,N
1144,3654,N
1171,3766,N
1626,5396,N
2191,7456,N
2190,7465,N
332,934,N
1482,4849,N
933,2901,N
1362,4434,N
1594,5265,N
927,2877,N
1166,3719,N
784,2394,N
554,1625,N
1622,5350,N
2274,7775,N
712,2151,N
292,815,N
2301,7881,N
987,3103,N
2155,7335,N
488,1419,N
631,1888,N
1934,6514,N
1355,4420,N
58,133,N
102,252,N
54,124,N
914,2867,N
1675,5575,N
358,1020,N
1670,5525,N
1684,5591,N
1751,5835,N
2101,7110,N
15,30,N
1176,3759,N
2164,7359,N
994,3105,N
2210,7537,N
1821,6081,N
628,1885,N
445,1268,N
134,341,N
1086,3430,N
2121,7194,N
927,2914,N
412,1189,N
1062,3344,N
1658,5470,N
2100,7119,N
1567,5154,N
1688,5620,N
280,775,N
2204,7513,N
1964,6611,N
318,898,N
1446,4709,N
2076,7046,N
408,1170,N
1238,3966,N
1398,4570,N
1999,6739,N
2205,7519,N
257,710,N
298,822,N
406,1167,N
1071,3390,N
773,2383,N
1052,3307,N
796,2452,N
1817,6072,N
718,2178,N
1127,3620,N
473,1384,N
503,1459,N
999,3133,N
1718,5717,N
1733,5755,N
1458,4801,N
2174,7398,N
2157,7335,N
617,1842,N
222,603,N
1695,5633,N
2021,6823,N
1127,3555,N
1284,4143,N
1773,5906,N
1778,5913,N
314,882,N
764,2331,N
42,94,N
741,2257,N
1190,3792,N
195,509,N
704,2133,N
1279,4113,N
1901,6381,N
1518,4952,N
595,1771,N
1834,6159,N
1690,5606,N
1347,4372,N
1965,6641,N
611,1827,N
847,2616,N
601,1790,N
2118,7184,N
2021,6834,N
823,2529,N
